REQUERIMIENTO_ID,PEDIDO_ID,SUBPEDIDO_ID,SOLICITUD_ID,TIPO_ELEMENTO_ID,TIPO_TRABAJO,FECHA_ESTADO,ETAPA_ID,ESTADO_ID,COLA_ID,ACTIVIDAD_ID,NOMBRE_ACTIVIDAD,CONCEPTO_ID,TIEMPO_PENDIENTE
101699684,,,,EQURED,NUEVO,"2018-02-07 16:11:00",CONFI,PENDI,CISCO,HDECO,"Habilitar DECO plataforma CISCO",PROG,838:59:59
101699685,,,,EQURED,NUEVO,"2018-02-07 16:11:00",CONFI,PENDI,CISCO,HDECO,"Habilitar DECO plataforma CISCO",PROG,838:59:59
101699686,,,,EQURED,NUEVO,"2018-02-07 16:11:01",CONFI,PENDI,CISCO,HDECO,"Habilitar DECO plataforma CISCO",PROG,838:59:59
101699687,,,,EQURED,NUEVO,"2018-02-07 16:11:01",CONFI,PENDI,CISCO,HDECO,"Habilitar DECO plataforma CISCO",PROG,838:59:59
101699688,,,,EQURED,NUEVO,"2018-02-07 16:11:01",CONFI,PENDI,CISCO,HDECO,"Habilitar DECO plataforma CISCO",PROG,838:59:59
101699689,,,,EQURED,NUEVO,"2018-02-07 16:11:01",CONFI,PENDI,CISCO,HDECO,"Habilitar DECO plataforma CISCO",PROG,838:59:59
101699690,,,,EQURED,NUEVO,"2018-02-07 16:11:01",CONFI,PENDI,CISCO,HDECO,"Habilitar DECO plataforma CISCO",PROG,838:59:59
101699691,,,,EQURED,NUEVO,"2018-02-07 16:11:01",CONFI,PENDI,CISCO,HDECO,"Habilitar DECO plataforma CISCO",PROG,838:59:59
101699692,,,,EQURED,NUEVO,"2018-02-07 16:11:01",CONFI,PENDI,CISCO,HDECO,"Habilitar DECO plataforma CISCO",PROG,838:59:59
101699693,,,,EQURED,NUEVO,"2018-02-07 16:11:01",CONFI,PENDI,CISCO,HDECO,"Habilitar DECO plataforma CISCO",PROG,838:59:59
102469311,129601150,1,1,TV,RETIR,"2018-05-03 12:56:06",CONFI,PENDI,CISCO,SUTVD,"Suspender TV Digital CISCO",O-300,22:17:15
102465682,129580261,4,4,EQURED,NUEVO,"2018-05-04 10:31:13",CONFI,PENDI,CISCO,HDECO,"Habilitar DECO plataforma CISCO",O-300,00:42:08
102431692,129546013,1,1,TO,NUEVO,"2018-05-04 10:31:12",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:42:09
102432044,129548256,3,1,TO,NUEVO,"2018-05-04 10:23:43",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:49:38
102431952,129544239,2,1,TO,NUEVO,"2018-05-04 10:53:11",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:20:10
102474420,129608907,1,1,TO,CAMBI,"2018-05-04 10:20:08",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:53:13
102474421,129608900,1,1,TO,CAMBI,"2018-05-04 10:20:11",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:53:10
102474493,129608927,1,1,TO,CAMBI,"2018-05-04 10:25:26",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:47:55
102474428,129608920,1,1,TO,CAMBI,"2018-05-04 10:20:37",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:52:44
102474492,129608939,1,1,TO,CAMBI,"2018-05-04 10:25:26",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:47:55
102474558,129608961,1,1,TO,CAMBI,"2018-05-04 10:30:06",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:43:15
102474561,129608985,1,1,TO,CAMBI,"2018-05-04 10:30:18",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:43:03
102474608,129609021,1,1,TO,CAMBI,"2018-05-04 10:34:58",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:38:23
102474429,129608922,1,1,TO,CAMBI,"2018-05-04 10:20:37",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:52:44
102474483,129608944,1,1,TO,CAMBI,"2018-05-04 10:25:06",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:48:15
102474655,129609063,1,1,TO,CAMBI,"2018-05-04 10:39:59",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:33:22
102474700,129607887,1,1,TO,CAMBI,"2018-05-04 10:47:00",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:26:21
102474774,129600343,1,1,TO,CAMBI,"2018-05-04 10:55:03",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:18:18
102474659,129609052,1,1,TO,CAMBI,"2018-05-04 10:40:13",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:33:08
102474736,129609146,1,1,TO,CAMBI,"2018-05-04 10:50:30",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:22:51
102474783,129603057,1,1,TO,CAMBI,"2018-05-04 10:56:12",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:17:09
102474824,129607656,1,1,TO,CAMBI,"2018-05-04 10:59:28",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:13:53
102474487,129608951,1,1,TO,CAMBI,"2018-05-04 10:25:18",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:48:03
102474490,129608955,1,1,TO,CAMBI,"2018-05-04 10:25:26",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:47:55
102474610,129609005,1,1,TO,CAMBI,"2018-05-04 10:35:02",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:38:19
102474693,129609116,1,1,TO,CAMBI,"2018-05-04 10:45:10",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:28:11
102474434,129608925,1,1,TO,CAMBI,"2018-05-04 10:21:27",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:51:54
102474690,129609108,1,1,TO,CAMBI,"2018-05-04 10:44:59",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:28:22
102474735,129609127,1,1,TO,CAMBI,"2018-05-04 10:50:30",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:22:51
102474424,129608926,1,1,TO,CAMBI,"2018-05-04 10:20:16",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:53:05
102474694,129609112,1,1,TO,CAMBI,"2018-05-04 10:45:11",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:28:10
102474775,129609190,1,1,TO,CAMBI,"2018-05-04 10:55:03",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:18:18
102474776,129609169,1,1,TO,CAMBI,"2018-05-04 10:55:07",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:18:14
102474777,129609183,1,1,TO,CAMBI,"2018-05-04 10:55:07",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:18:14
102474789,129607929,1,1,TO,CAMBI,"2018-05-04 10:57:04",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:16:17
102474549,129608975,1,1,TO,CAMBI,"2018-05-04 10:29:57",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:43:24
102474611,129609026,1,1,TO,CAMBI,"2018-05-04 10:35:02",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:38:19
102474744,129600260,1,1,TO,CAMBI,"2018-05-04 10:52:37",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:20:44
102474778,129609173,1,1,TO,CAMBI,"2018-05-04 10:55:28",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:17:53
102474691,129609085,1,1,TO,CAMBI,"2018-05-04 10:45:10",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:28:11
102474750,129609144,1,1,TO,CAMBI,"2018-05-04 10:53:35",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:19:46
102474827,129608156,1,1,TO,CAMBI,"2018-05-04 10:59:53",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:13:28
102474826,129609200,1,1,TO,CAMBI,"2018-05-04 10:59:46",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:13:35
102457057,129573988,3,1,TO,NUEVO,"2018-05-04 10:42:57",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:30:24
102469592,129602046,1,1,TO,CAMBI,"2018-05-03 13:30:06",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,21:43:15
102452949,129564050,1,1,TO,TRASL,"2018-05-04 10:41:01",CONFI,PENDI,COMAN,HAESP,"Habilitar Servicios Especiales",PPRG,00:32:20
102470370,129598732,2,1,CTAPER,RETIR,"2018-05-03 15:14:01",CONFI,PENDI,CREDINT,DCPRI,"Deshabilitar Cuenta Personal de Red Inteligente",PROG,19:59:20
100051809,127018040,3,2,INSTIP,NUEVO,"2017-07-17 22:05:38",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100106779,127068408,3,2,INSTIP,NUEVO,"2017-07-24 14:02:30",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100440177,127339884,3,2,INSTIP,NUEVO,"2017-09-01 03:06:38",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100495126,127450376,3,2,INSTIP,NUEVO,"2017-09-09 01:02:47",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100547355,127515580,1,2,INSTIP,NUEVO,"2017-09-18 11:36:24",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100667306,127616363,3,2,INSTIP,NUEVO,"2017-10-02 04:34:41",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100776500,127680785,2,2,INSTIP,NUEVO,"2017-10-17 18:17:35",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100833998,127737499,3,2,INSTIP,NUEVO,"2017-10-24 01:57:30",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100884543,127775009,3,2,INSTIP,NUEVO,"2017-10-27 16:49:14",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100934327,127815954,4,2,INSTIP,NUEVO,"2017-11-03 14:36:49",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100997666,127860887,1,2,INSTIP,NUEVO,"2017-11-14 14:53:02",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101455184,128251003,1,2,INSTIP,NUEVO,"2018-01-10 14:10:41",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101715805,128527789,3,2,INSTIP,NUEVO,"2018-02-09 16:14:38",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101702872,128530077,4,2,INSTIP,NUEVO,"2018-02-08 13:50:25",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101702913,128533172,4,2,INSTIP,NUEVO,"2018-02-08 14:01:54",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101820280,128634701,3,2,INSTIP,NUEVO,"2018-02-15 13:18:45",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101819035,128623859,3,2,INSTIP,NUEVO,"2018-02-15 13:12:34",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101803280,128603787,4,2,INSTIP,NUEVO,"2018-02-15 10:44:25",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101916762,128727598,1,3,INSTIP,TRASL,"2018-03-05 16:41:38",CONFI,PENDI,CTVPONST,DEGTV,"Desconfigurar IPTV por GPON",PPRG,838:59:59
102148019,129107006,1,3,INSTIP,TRASL,"2018-03-26 17:40:50",CONFI,PENDI,CTVPONST,DEGTV,"Desconfigurar IPTV por GPON",PPRG,838:59:59
102257128,129265409,1,2,INSTIP,NUEVO,"2018-04-11 10:57:33",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PROG,552:15:48
102255348,129215103,4,2,INSTIP,NUEVO,"2018-04-06 13:00:48",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,670:12:33
102311538,129346772,3,2,INSTIP,NUEVO,"2018-04-14 06:18:25",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,484:54:56
102378272,129460539,3,2,INSTIP,NUEVO,"2018-04-27 09:38:48",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PROG,169:34:33
102377743,129460602,3,2,INSTIP,NUEVO,"2018-04-22 07:37:10",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,291:36:11
102431630,129533866,3,2,INSTIP,NUEVO,"2018-04-28 01:23:15",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,153:50:06
102430475,129532669,3,2,INSTIP,NUEVO,"2018-04-27 17:26:15",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,161:47:06
102430619,129542932,4,2,INSTIP,NUEVO,"2018-04-27 17:57:52",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,161:15:29
102433194,129542849,2,2,INSTIP,NUEVO,"2018-04-28 10:28:59",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,144:44:22
102430368,129533827,3,2,INSTIP,NUEVO,"2018-04-27 17:13:15",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,162:00:06
102430389,129533909,2,2,INSTIP,NUEVO,"2018-04-27 17:15:34",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,161:57:47
102431709,129545740,4,2,INSTIP,NUEVO,"2018-04-28 01:52:37",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,153:20:44
102437158,129549249,3,2,INSTIP,NUEVO,"2018-04-29 00:14:53",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,130:58:28
102436448,129548897,3,2,INSTIP,NUEVO,"2018-04-28 17:52:43",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,137:20:38
102433192,129541481,2,2,INSTIP,NUEVO,"2018-04-28 10:28:59",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,144:44:22
102433772,129549270,3,2,INSTIP,NUEVO,"2018-04-28 11:25:19",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,143:48:02
100097928,127063141,4,2,INSTIP,NUEVO,"2017-07-22 10:40:56",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100592972,127562895,3,2,INSTIP,NUEVO,"2017-09-22 11:55:23",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100647507,127604742,3,2,INSTIP,NUEVO,"2017-09-28 23:34:38",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
100984610,127850666,3,2,INSTIP,NUEVO,"2017-11-11 01:35:56",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101101115,127938409,3,2,INSTIP,NUEVO,"2017-11-24 16:04:55",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101551905,128329722,3,2,INSTIP,NUEVO,"2018-03-07 09:55:29",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101560567,128329828,3,2,INSTIP,NUEVO,"2018-01-24 11:28:02",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101699969,128518367,3,2,INSTIP,NUEVO,"2018-02-07 17:59:51",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
101689608,128499908,1,2,INSTIP,NUEVO,"2018-02-15 11:28:43",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PROG,838:59:59
102068476,128987074,3,2,INSTIP,NUEVO,"2018-04-20 14:39:29",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PROG,332:33:52
102069335,128991410,3,2,INSTIP,NUEVO,"2018-03-10 10:39:17",CONFI,PENDI,CTVPONST,COGTV,"Configurar IPTV por GPON",PPRG,838:59:59
